2024-10-11 19:08:30,797 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-11 19:08:30,798 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Configure stats pid to 26308
2024-10-11 19:08:30,798 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Loading settings from C:\Users\chavv\.config\wandb\settings
2024-10-11 19:08:30,798 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Loading settings from d:\github\HumanEmotions\pytorch\wandb\wandb\settings
2024-10-11 19:08:30,798 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'api_key': '***REDACTED***'}
2024-10-11 19:08:30,798 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-10-11 19:08:30,798 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Applying login settings: {'api_key': '***REDACTED***'}
2024-10-11 19:08:30,799 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Applying login settings: {'api_key': '***REDACTED***'}
2024-10-11 19:08:30,799 INFO    MainThread:26308 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-11 19:08:30,799 INFO    MainThread:26308 [wandb_init.py:_log_setup():532] Logging user logs to d:\github\HumanEmotions\pytorch\wandb\wandb\run-20241011_190830-ikcxr0e9\logs\debug.log
2024-10-11 19:08:30,799 INFO    MainThread:26308 [wandb_init.py:_log_setup():533] Logging internal logs to d:\github\HumanEmotions\pytorch\wandb\wandb\run-20241011_190830-ikcxr0e9\logs\debug-internal.log
2024-10-11 19:08:30,799 INFO    MainThread:26308 [wandb_init.py:_jupyter_setup():478] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001B410226460>
2024-10-11 19:08:30,799 INFO    MainThread:26308 [wandb_init.py:init():617] calling init triggers
2024-10-11 19:08:30,800 INFO    MainThread:26308 [wandb_init.py:init():624] wandb.init called with sweep_config: {}
config: {'learning_rate': 1e-05, 'epochs': 10, 'batch_size': 32, 'image_size': 224, 'num_classes': 3}
2024-10-11 19:08:30,800 INFO    MainThread:26308 [wandb_init.py:init():667] starting backend
2024-10-11 19:08:30,800 INFO    MainThread:26308 [wandb_init.py:init():671] sending inform_init request
2024-10-11 19:08:30,802 INFO    MainThread:26308 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-10-11 19:08:30,802 INFO    MainThread:26308 [wandb_init.py:init():684] backend started and connected
2024-10-11 19:08:30,811 INFO    MainThread:26308 [wandb_run.py:_label_probe_notebook():1346] probe notebook
2024-10-11 19:08:30,812 INFO    MainThread:26308 [wandb_run.py:_label_probe_notebook():1356] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-10-11 19:08:30,812 INFO    MainThread:26308 [wandb_init.py:init():779] updated telemetry
2024-10-11 19:08:30,914 INFO    MainThread:26308 [wandb_init.py:init():812] communicating run to backend with 90.0 second timeout
2024-10-11 19:08:31,422 INFO    MainThread:26308 [wandb_init.py:init():863] starting run threads in backend
2024-10-11 19:08:31,679 INFO    MainThread:26308 [wandb_run.py:_console_start():2465] atexit reg
2024-10-11 19:08:31,679 INFO    MainThread:26308 [wandb_run.py:_redirect():2313] redirect: wrap_raw
2024-10-11 19:08:31,679 INFO    MainThread:26308 [wandb_run.py:_redirect():2378] Wrapping output streams.
2024-10-11 19:08:31,679 INFO    MainThread:26308 [wandb_run.py:_redirect():2403] Redirects installed.
2024-10-11 19:08:31,682 INFO    MainThread:26308 [wandb_init.py:init():907] run started, returning control to user process
2024-10-11 19:08:31,682 INFO    MainThread:26308 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-11 19:08:31,682 INFO    MainThread:26308 [wandb_init.py:_pause_backend():443] pausing backend
2024-10-11 19:08:31,696 INFO    MainThread:26308 [wandb_init.py:_resume_backend():448] resuming backend
2024-10-11 19:08:37,650 INFO    MainThread:26308 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-11 19:08:37,650 INFO    MainThread:26308 [wandb_init.py:_pause_backend():443] pausing backend
2024-10-11 19:08:37,710 INFO    MainThread:26308 [wandb_init.py:_resume_backend():448] resuming backend
2024-10-11 19:08:42,246 INFO    MainThread:26308 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-11 19:08:42,246 INFO    MainThread:26308 [wandb_init.py:_pause_backend():443] pausing backend
2024-10-11 19:08:42,304 INFO    MainThread:26308 [wandb_init.py:_resume_backend():448] resuming backend
2024-10-11 19:08:42,306 INFO    MainThread:26308 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-11 19:08:42,306 INFO    MainThread:26308 [wandb_init.py:_pause_backend():443] pausing backend
2024-10-11 19:08:42,340 INFO    MainThread:26308 [wandb_init.py:_resume_backend():448] resuming backend
2024-10-11 21:14:32,068 INFO    MainThread:26308 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-11 21:14:32,068 INFO    MainThread:26308 [wandb_init.py:_pause_backend():443] pausing backend
