2024-10-10 23:40:56,547 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Configure stats pid to 21076
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Loading settings from C:\Users\chavv\.config\wandb\settings
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Loading settings from d:\github\HumanEmotions\pytorch\wandb\wandb\settings
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'api_key': '***REDACTED***'}
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Applying login settings: {'api_key': '***REDACTED***'}
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Applying login settings: {'api_key': '***REDACTED***'}
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_init.py:_log_setup():532] Logging user logs to d:\github\HumanEmotions\pytorch\wandb\wandb\run-20241010_234056-fizi26fh\logs\debug.log
2024-10-10 23:40:56,548 INFO    MainThread:21076 [wandb_init.py:_log_setup():533] Logging internal logs to d:\github\HumanEmotions\pytorch\wandb\wandb\run-20241010_234056-fizi26fh\logs\debug-internal.log
2024-10-10 23:40:56,549 INFO    MainThread:21076 [wandb_init.py:_jupyter_setup():478] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001DDB73E7F10>
2024-10-10 23:40:56,549 INFO    MainThread:21076 [wandb_init.py:init():617] calling init triggers
2024-10-10 23:40:56,549 INFO    MainThread:21076 [wandb_init.py:init():624] wandb.init called with sweep_config: {}
config: {'learning_rate': 1e-05, 'epochs': 5, 'batch_size': 32, 'image_size': 224, 'num_classes': 3}
2024-10-10 23:40:56,549 INFO    MainThread:21076 [wandb_init.py:init():667] starting backend
2024-10-10 23:40:56,549 INFO    MainThread:21076 [wandb_init.py:init():671] sending inform_init request
2024-10-10 23:40:56,551 INFO    MainThread:21076 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-10-10 23:40:56,551 INFO    MainThread:21076 [wandb_init.py:init():684] backend started and connected
2024-10-10 23:40:56,559 INFO    MainThread:21076 [wandb_run.py:_label_probe_notebook():1346] probe notebook
